,precio_actual
9087,367800
5878,357407
8527,340345
2839,204159
11279,146573
4611,129851
9540,188288
9207,321362
11008,85000
9823,284766
2489,226792
11922,268623
6905,248495
7390,289657
11443,179858
2849,380706
6665,341822
5881,211505
10262,360986
4452,194338
9949,155777
7421,184914
9827,296600
6484,408012
2479,376893
6617,294505
10457,219591
11151,372421
11251,277823
2141,189857
11310,140167
5188,359090
12129,289544
11548,254503
2744,216680
7253,254589
3506,154043
1679,239515
4249,376132
3147,363646
8130,254828
10486,200538
7004,190041
580,152240
9662,368152
4070,198399
3343,297470
7404,309955
3672,309497
559,357417
5237,279387
7805,400606
11041,344387
512,353303
1081,163055
1664,184089
9204,327020
1931,132556
12084,150195
1150,366839
2838,297529
5949,290130
8308,368033
8932,128852
12233,400175
5177,376003
11867,365089
830,200957
8311,275096
4752,367564
12197,138281
12149,195128
635,189717
4465,345621
6799,398056
7987,344306
7079,412255
6966,391140
4142,397394
7027,282261
9183,281016
876,320540
4869,271041
5315,300184
5222,200910
4,166931
3051,346797
5691,290833
3124,333938
10852,267506
2491,309005
3854,250122
4777,225631
9907,410000
7509,329842
6457,139301
6293,348386
1148,270153
11453,346320
574,183716
3769,288334
11928,233735
4146,207679
853,159936
10174,330696
10966,351151
5919,175392
9358,147783
6614,380355
6002,332422
9163,242999
10893,170054
4495,295188
8173,357598
6655,170940
12039,201423
2368,235721
4780,220374
7992,293221
2950,267729
5625,184688
6971,236882
8716,228574
10647,209588
1841,127268
5986,336314
537,141835
2806,165396
5801,269729
5596,214606
7206,311751
7343,263900
7560,314146
8096,185035
11367,397262
784,231413
1409,265554
10729,368055
154,207507
7806,208873
3009,198204
1686,218960
11093,270965
4014,331110
7455,332236
3863,160085
2733,187394
1895,137170
5442,151606
569,290204
6709,108802
5854,211555
1816,257702
10257,156884
8319,317483
3394,396680
3327,175424
12476,321173
6102,211438
2975,167134
980,142888
10492,321688
190,258346
9331,105377
5088,231404
699,297882
12198,353484
606,116541
301,131787
3420,281295
12253,245683
1060,133862
10757,106641
3444,315986
1069,301572
10716,168941
2205,372972
9435,398046
7339,180088
8208,369046
7679,330577
11312,384660
4642,270492
7683,222866
9007,219405
7996,331501
11259,217443
5600,294385
9151,194894
7022,257222
4893,109144
225,221289
3354,198342
5895,283935
10677,208338
8754,352083
3436,239724
1693,346633
6893,246069
1045,338916
3446,330701
8050,286969
9146,203739
12475,358348
10927,158831
11296,346943
4735,146055
4496,162790
1218,369912
6015,271409
9719,163363
3987,284270
4911,257267
9492,363885
4493,130610
6944,318654
5699,348315
8352,209348
956,252109
11983,246714
11426,353318
2869,351922
11969,154331
4433,164840
4973,128385
2961,100090
2200,308150
98,357459
12312,225851
2557,282587
11375,138392
8445,158704
12115,185278
4199,241424
9637,183980
5539,139060
1648,386007
12183,143379
9888,312015
11383,406741
6197,370699
6295,309813
4499,356961
1154,329932
2255,221145
9874,170660
3170,105734
7400,359547
10248,201255
7158,169724
3108,117375
4548,109112
11915,158021
5423,255953
2049,346606
11835,175459
9208,116694
8815,165955
12245,329740
262,318448
11561,248255
4061,290050
5534,238322
6616,137705
8120,372896
8155,282783
1802,318991
4736,363660
12486,206022
2385,405549
6694,173308
5759,251722
1959,199575
2976,140105
8680,280074
1843,122366
1734,238649
2911,242241
11411,399889
8338,321125
1986,308767
9561,361129
6546,338840
7098,157063
2811,360681
659,176962
9986,232813
2511,362528
11589,314456
4282,250627
9339,167057
11464,166022
8800,358578
6287,326477
11774,216803
1930,266798
7125,215863
197,168809
7777,228923
2931,405563
8004,428222
2327,365718
4389,286571
8958,237674
4218,316364
11447,274331
202,231796
3510,313578
4931,310808
5535,367781
9925,364319
5791,232559
10969,347243
1707,334593
5172,124234
5249,202791
11666,113284
6528,282812
12473,217900
5855,407291
8164,397242
854,330520
4737,195910
10352,125465
698,315392
11344,274538
11191,221391
3696,185890
1636,361569
7280,355209
7554,213392
11649,165107
3581,315674
1291,253035
6585,157406
1853,118023
5232,341931
3763,212607
3304,304194
1495,378794
11935,303447
11637,337449
7994,242302
1998,262391
663,202418
3748,201198
4413,327406
5530,262570
5575,244547
8901,134894
7526,289499
9474,275514
5864,195024
10867,182170
6776,256241
12221,337946
1306,291765
7392,270852
10429,296737
11494,270701
5592,180578
10230,256016
9721,382442
1663,342500
5450,334106
12413,167948
12438,255187
3627,231107
2693,290686
11252,345285
9789,272951
10921,160752
10817,377539
5915,91052
3157,321807
11506,200693
9914,175773
6668,146466
1059,242722
4636,109564
3242,286755
1678,360646
6892,165281
6374,217737
7574,419401
1757,249653
6019,198158
5116,159852
8755,200950
7408,211445
2790,154689
863,303988
7858,135900
1484,336751
7035,138951
7721,174796
5977,244843
5134,330293
206,201410
4488,340814
6938,396505
9062,364500
6910,315308
502,177249
7385,338810
1028,315505
3840,412743
10882,277187
8110,194434
5056,382559
9762,406609
8154,232585
10965,268300
2731,130574
8996,219886
11837,370232
2454,390948
7215,403054
3104,336097
8392,298264
6278,113420
3099,240323
6184,277412
10470,188914
3561,212812
5892,305283
391,320437
6736,366550
5618,381554
5258,276089
9687,396859
2695,242078
2027,121311
5463,327061
2568,275524
8006,176661
64,232416
12076,249094
2062,297396
5276,153431
7208,344239
8684,368487
8571,288398
6331,399689
4859,154772
12185,254232
4887,270046
9268,284961
878,188502
8529,145433
7916,261118
6863,221747
7892,272829
6439,249546
7869,256044
1016,212759
9467,250784
11990,367998
7629,144380
11534,388024
995,173081
10173,372215
4297,236722
161,341246
5675,275497
6873,334263
9692,221137
7989,292950
3843,197990
10805,226070
11653,358767
1021,133272
3073,222533
7555,351976
3943,215477
1585,151628
10147,346362
3152,162841
8226,308527
12206,258822
775,379683
10748,144072
9670,206681
7099,191986
5486,311073
6235,255508
9555,225136
7041,210172
2612,184906
7513,122546
11016,146704
10233,339661
8433,237545
10253,165616
10555,143214
8792,248513
10627,387168
5393,209172
11080,297447
8838,165087
3890,162532
3556,112650
11394,380431
1528,254881
1267,281664
7734,219662
1899,131071
4658,158204
3005,181247
2734,303840
189,403002
9998,201248
9167,328165
2747,144172
2047,366645
7849,340562
2558,370071
9274,305452
8666,252623
11096,223864
6396,288108
12309,355924
3385,294835
4555,166110
1184,350463
6420,347239
5051,321966
5311,342300
2433,309166
6949,197322
10583,272730
769,414509
1685,179011
8322,294057
11111,379329
11363,351713
11636,224261
5578,273600
4426,361412
466,419802
6265,387599
5734,197084
11284,242270
11964,205079
5191,217306
5390,137058
860,370180
7270,430291
